product_id,product_name,brand,price_inr,discounted_price_inr,discount_percent,material,color,seater_type,dimensions_cm,weight_kg,rating,num_reviews,style_category,cushion_type,leg_material,assembly_required,warranty_years,in_stock
P534,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P535,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P536,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P537,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P538,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P539,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P540,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P541,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P542,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P543,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P544,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P545,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P546,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P547,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P548,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P549,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P550,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P551,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P552,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P553,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P554,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P555,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P556,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P557,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P558,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P559,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P560,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P561,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P562,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P563,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P564,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P565,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P566,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P567,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P568,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P569,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P570,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P571,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P572,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P573,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P574,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P575,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P576,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P577,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P578,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P579,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P580,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P581,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P582,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P583,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P584,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P585,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P586,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P587,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P588,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P589,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P590,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P591,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P592,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P593,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P594,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P595,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P596,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P597,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P598,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P599,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P600,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P601,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P602,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P603,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P604,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P605,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P606,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P607,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P608,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P609,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P610,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P611,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P612,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P613,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P614,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P615,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P616,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P617,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P618,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P619,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P620,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P621,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P622,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P623,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P624,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P625,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P626,,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P627,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P628,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P629,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P630,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P631,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P632,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
P633,N/A,Pepperfry,N/A,N/A,N/A,Fabric,N/A,2 Seater,N/A,N/A,N/A,N/A,Modern,Foam,Wood,Yes,1,Yes
